fiscal_year,grant_id,provider_name,provider_name_latest,responses_total,q1_1,q1_2,q1_3,q1_4,q1_5,top_2_count,top_2_pct
2019,19-WA-078,Community Psychiatric Clinic Inc.,Community Psychiatric Clinic Inc,29,0,1,3,4,21,25,86.2
2019,19-WA-079,Opportunity Council,Opportunity Council,11,0,0,0,2,9,11,100.0
2019,19-WA-146,Catholic Community Services of Western Washington,Catholic Community Services of Western Washington,19,1,2,2,2,12,14,73.7
2019,19-WA-338,HopeSource,HopeSource,29,2,1,3,4,19,23,79.3
2019,19-ZZ-070,Centerstone of Tennessee Inc.,Centerstone of Tennessee Inc,92,5,3,5,14,65,79,85.9
2019,19-ZZ-092,Volunteers of America Colorado Branch Inc.,Volunteers of America Colorado Branch Inc.,87,5,6,15,16,45,61,70.1
2019,19-ZZ-094,Friendship Place,Friendship Place,51,4,4,11,6,26,32,62.7
2019,19-ZZ-127,Transition Projects Inc.,Transition Projects Inc,49,7,1,7,7,27,34,69.4
2019,19-ZZ-147,Blue Mountain Action Council,Blue Mountain Action Council,36,0,0,2,6,28,34,94.4
2019,19-ZZ-278,Veterans Multi-Service Center Inc.,Veterans Multi-Service Center Inc,98,8,11,8,19,52,71,72.4
2019,19-ZZ-301,Goodwill Industries of The Inland Northwest,Goodwill Industries of The Inland Northwest,60,4,2,4,13,37,50,83.3
2019,19-ZZ-317,Homeless Veterans Fellowship,Homeless Veterans Fellowship,19,2,2,0,6,9,15,78.9
2019,19-ZZ-324,Changing Homelessness Inc.,Changing Homelessness Inc,75,6,3,15,18,33,51,68.0
2018,12-AK-001,Catholic Social Services,Catholic Social Services,2,0,0,0,0,2,2,100.0
2018,12-AL-002,Housing First Inc.,Housing First Inc,16,1,2,1,3,9,12,75.0
2018,12-AZ-003,United Methodist Outreach Ministries,United Methodist Outreach Ministries,14,1,0,3,3,7,10,71.4
2018,12-AZ-004,Primavera Foundation,Primavera Foundation,33,1,1,3,12,16,28,84.8
2018,12-CA-007,New Directions Inc.,New Directions Inc.,29,2,2,6,10,9,19,65.5
2018,12-CA-010,Homefirst Services Of Santa Clara County,Homefirst Services Of Santa Clara County,9,2,0,3,1,3,4,44.4
2018,12-CA-011,WestCare California Inc.,WestCare California Inc.,1,1,0,0,0,0,0,0.0
2018,12-CA-013,Goodwill of Silicon Valley (dba Goodwill Industries of Santa Clara County),Goodwill of Silicon Valley (dba Goodwill Industries of Santa Clara County),50,0,0,1,8,41,49,98.0
2018,12-CA-014,People Assisting The Homeless,People Assisting The Homeless,25,3,5,5,6,6,12,48.0
2018,12-CA-015,Lifemoves,Lifemoves,20,0,0,4,6,10,16,80.0
2018,12-CA-016,Shelter Inc. of Contra Costa County,Shelter Inc of Contra Costa County,20,2,1,4,8,5,13,65.0
2018,12-CA-017,The Salvation Army a California Corporation,The Salvation Army a California Corporation,25,2,2,4,4,13,17,68.0
2018,12-CA-018,Volunteers of America of Greater Sacramento and Northern Nevada Inc.,Volunteers of America of Greater Sacramento and Northern Nevada Inc,40,1,1,2,5,31,36,90.0
2018,12-CA-019,Community Catalysts of California,Community Catalysts of California,1,1,0,0,0,0,0,0.0
2018,12-CT-021,Community Renewal Team Inc.,Community Renewal Team Inc,21,4,4,5,3,5,8,38.1
2018,12-FL-024,Advocate Program Inc.,Advocate Program Inc,53,5,4,8,14,22,36,67.9
2018,12-FL-025,Purpose Built Families Foundation,Purpose Built Families Foundation,212,20,20,36,43,93,136,64.2
2018,12-FL-028,Jewish Family & Childrens Service Of The Suncoast Inc,Jewish Family & Childrens Service Of The Suncoast Inc,41,7,6,9,6,13,19,46.3
2018,12-GA-029,Central Savannah River Area Economic Opportunity Authority Inc. (CSRA EOA),Central Savannah River Area Economic Opportunity Authority Inc (CSRA EOA),26,0,2,6,6,12,18,69.2
2018,12-ID-032,El-Ada Inc.,El-Ada Inc,8,0,0,0,4,4,8,100.0
2018,12-IL-033,Thresholds,Thresholds,21,2,0,5,3,11,14,66.7
2018,12-IN-035,United Way of Central Indiana Inc.,United Way of Central Indiana Inc.,61,5,0,7,21,28,49,80.3
2018,12-LA-038,Volunteers of America of Greater New Orleans,Volunteers of America of Greater New Orleans,29,2,0,3,8,16,24,82.8
2018,12-LA-039,Wellspring Alliance for Families Inc.,Wellspring Alliance for Families Inc.,14,0,0,6,3,5,8,57.1
2018,12-MA-040,Volunteers of America of Massachusetts Inc.,Volunteers of America of Massachusetts Inc,28,1,5,2,7,13,20,71.4
2018,12-MD-042,Alliance Inc,Alliance Inc,103,14,9,21,15,44,59,57.3
2018,12-ME-043,Preble Street,Preble Street,53,0,6,6,13,28,41,77.4
2018,12-MI-044,Wayne Metropolitan Community Action Agency,Wayne Metropolitan Community Action Agency,11,0,0,2,5,4,9,81.8
2018,12-MI-045,Southwest Counseling Solutions,Southwest Counseling Solutions,22,1,1,3,7,10,17,77.3
2018,12-NC-049,United Way of Forsyth County Inc.,United Way of Forsyth County Inc.,17,2,0,1,2,12,14,82.4
2018,12-NC-050,Passage Home Inc.,Passage Home Inc,15,1,0,2,2,10,12,80.0
2018,12-ND-051,Community Action Partnership of North Dakota,Community Action Partnership of North Dakota,10,0,0,0,4,6,10,100.0
2018,12-NJ-053,Catholic Charities Dioceses of Camden Inc.,Catholic Charities Dioceses of Camden Inc,19,0,0,0,5,14,19,100.0
2018,12-NM-055,Goodwill Industries of New Mexico,Goodwill Industries of New Mexico,53,5,4,10,7,27,34,64.2
2018,12-NY-060,HELP Social Service Corporation,HELP Social Service Corporation,26,4,2,5,5,10,15,57.7
2018,12-NY-061,Samaritan Daytop Village Inc.,Samaritan Daytop Village Inc.,39,5,2,5,8,19,27,69.2
2018,12-NY-063,Westchester Community Opportunity Program Inc. (WestCOP),Westchester Community Opportunity Program Inc. (WestCOP),33,1,2,6,8,16,24,72.7
2018,12-OH-064,FrontLine,Mental Health Services for Homeless Persons Inc  dba  FrontLine Service ,39,5,7,2,9,16,25,64.1
2018,12-OK-065,Community Service Council of Greater Tulsa Inc.,Community Service Council of Greater Tulsa Inc.,41,1,2,5,9,24,33,80.5
2018,12-OR-066,St. Vincent de Paul Society of Lane County Inc.,St. Vincent de Paul Society of Lane County Inc.,1,0,0,0,0,1,1,100.0
2018,12-PA-067,Project H.O.M.E.,Project H.O.M.E.,37,2,3,6,10,16,26,70.3
2018,12-TX-071,Families in Crisis Inc.,Families in Crisis Inc,26,3,3,4,3,13,16,61.5
2018,12-TX-072,Caritas of Austin,Caritas of Austin,11,0,0,5,2,4,6,54.5
2018,12-TX-075,Catholic Charities Diocese of Fort Worth Inc.,Catholic Charities Diocese of Fort Worth Inc.,45,7,3,4,10,21,31,68.9
2018,12-TX-076,Career And Recovery Resources Inc,Career And Recovery Resources Inc,58,3,6,7,15,27,42,72.4
2018,12-VA-077,Virginia Supportive Housing,Virginia Supportive Housing,32,1,6,5,6,14,20,62.5
2018,12-WA-079,Opportunity Council,Opportunity Council,13,0,0,1,5,7,12,92.3
2018,12-WI-080,Center for Veterans Issues Ltd.,Center for Veterans Issues Ltd.,1,0,0,0,0,1,1,100.0
2018,12-ZZ-026,Northwest Florida Comprehensive Services For Children Inc,Northwest Florida Comprehensive Services For Children Inc,79,3,4,4,17,51,68,86.1
2018,12-ZZ-031,Humility of Mary Shelter Inc.,Humility of Mary Shelter Inc,16,0,1,3,5,7,12,75.0
2018,12-ZZ-041,Veterans Inc.,Veterans Inc,56,2,5,12,10,27,37,66.1
2018,12-ZZ-070,Centerstone of Tennessee Inc.,Centerstone of Tennessee Inc.,102,3,2,14,17,66,83,81.4
2018,13-AZ-087,American National Red Cross Southern Arizona Chapter,American National Red Cross Southern Arizona Chapter,28,0,1,2,8,17,25,89.3
2018,13-CA-090,California Veterans Assistance Foundation Inc.,California Veterans Assistance Foundation Inc,18,0,1,5,3,9,12,66.7
2018,13-CT-093,The Workplace Inc.,The Workplace Inc,15,1,1,2,3,8,11,73.3
2018,13-DE-095,Connections Community Support Programs Inc.,Connections Community Support Programs Inc.,24,2,1,5,6,10,16,66.7
2018,13-FL-096,Faith Hope Love Charity Inc.,Faith Hope Love Charity Inc,70,3,8,10,18,31,49,70.0
2018,13-GA-101,Action Ministries Inc.,Action Ministries Inc.,55,6,1,12,15,21,36,65.5
2018,13-GA-102,Decatur Cooperative Ministry Inc.,Decatur Cooperative Ministry Inc.,44,2,6,11,10,15,25,56.8
2018,13-IA-103,Primary Health Care Inc.,Primary Health Care Inc,7,1,0,1,2,3,5,71.4
2018,13-IL-104,The Salvation Army an Illinois Corporation,The Salvation Army an Illinois Corporation,28,1,3,3,7,14,21,75.0
2018,13-IL-105,Heartland Human Care Services Inc.,Heartland Human Care Services Inc,18,0,0,3,3,12,15,83.3
2018,13-IN-106,Community Action of Northeast Indiana Inc. (dba Brightpoint),Community Action of Northeast Indiana Inc (dba Brightpoint) ,15,1,0,1,3,10,13,86.7
2018,13-MD-107,Three Oaks Homeless Shelter Inc.,Three Oaks Homeless Shelter Inc,17,3,4,4,0,6,6,35.3
2018,13-MI-108,Northwest Michigan Community Action Agency Inc.,Northwest Michigan Community Action Agency Inc,20,0,1,3,5,11,16,80.0
2018,13-MO-047,Welcome Home Inc.,Welcome Home Inc.,6,0,0,1,2,3,5,83.3
2018,13-MO-110,Catholic Charities of Kansas City - St Joseph Inc.,Catholic Charities of Kansas City - St Joseph Inc,11,0,1,0,4,6,10,90.9
2018,13-MS-111,Region XII Commission on Mental Health & Retardation (dba Pine Belt Mental Health),Region XII Commission on Mental Health & Retardation (dba Pine Belt Mental Health),18,0,1,0,4,13,17,94.4
2018,13-NC-114,Asheville-Buncombe Community Christian Ministry Inc.,Asheville-Buncombe Community Christian Ministry Inc.,27,0,1,6,7,13,20,74.1
2018,13-NH-115,Harbor Homes Inc.,Harbor Homes Inc,7,0,1,1,2,3,5,71.4
2018,13-NV-056,United States Veterans Initiative,United States Veterans Initiative,46,3,3,8,10,22,32,69.6
2018,13-NV-117,Vietnam Veterans of California Inc. (Sacramento Veterans Resource),Vietnam Veterans of California Inc (Sacramento Veterans Resource),46,4,2,7,9,24,33,71.7
2018,13-NV-118,The Salvation Army a California Corporation,The Salvation Army a California Corporation,13,2,1,0,7,3,10,76.9
2018,13-NY-119,Catholic Charities of the Roman Catholic Diocese of Syracuse NY,Catholic Charities of the Roman Catholic Diocese of Syracuse NY,12,0,0,1,0,11,11,91.7
2018,13-NY-121,Soldier On of Delaware Inc.,Soldier On of Delaware Inc,52,2,6,9,7,28,35,67.3
2018,13-OH-124,Maumee Valley Guidance Center Inc.,Maumee Valley Guidance Center Inc.,6,1,0,1,0,4,4,66.7
2018,13-OR-125,Community Action Team Inc.,Community Action Team Inc,5,0,0,0,2,3,5,100.0
2018,13-OR-126,Central Oregon Veterans Outreach,Central Oregon Veterans Outreach,10,0,2,1,2,5,7,70.0
2018,13-OR-128,Access,Access,18,3,0,1,1,13,14,77.8
2018,13-PA-129,Veterans Leadership Program of Western Pennsylvania Inc.,Veterans Leadership Program of Western Pennsylvania Inc,77,3,4,13,18,39,57,74.0
2018,13-PA-130,Opportunity House,Opportunity House,25,0,1,4,4,16,20,80.0
2018,13-PA-131,Lehigh Valley Center for Independent Living Inc.,Lehigh Valley Center for Independent Living Inc.,2,0,0,0,1,1,2,100.0
2018,13-SD-136,Cornerstone Rescue Mission,Cornerstone Rescue Mission,15,1,0,2,3,9,12,80.0
2018,13-TN-139,West Tennessee Legal Services Inc.,West Tennessee Legal Services Inc.,9,0,1,1,4,3,7,77.8
2018,13-TX-140,The Salvation Army,The Salvation Army,29,3,3,3,3,17,20,69.0
2018,13-TX-142,Goodwill Industries of Houston Inc.,Goodwill Industries of Houston Inc.,19,2,4,5,3,5,8,42.1
2018,13-VA-144,Volunteers of America Chesapeake,Volunteers of America Chesapeake,29,1,4,8,4,12,16,55.2
2018,13-WA-148,YWCA of Seattle - King County - Snohomish County,YWCA of Seattle - King County - Snohomish County,16,3,0,4,2,7,9,56.3
2018,13-WI-151,Community Action Coalition for South Central Wisconsin Inc.,Community Action Coalition for South Central Wisconsin Inc.,13,0,0,1,4,8,12,92.3
2018,13-ZZ-092,Volunteers of America Colorado Branch Inc.,Volunteers of America Colorado Branch Inc.,65,4,9,10,12,30,42,64.6
2018,13-ZZ-094,Friendship Place,Friendship Place,1,0,0,0,0,1,1,100.0
2018,13-ZZ-123,Ohio Valley Goodwill Industries Rehabilitation Center Inc.,Ohio Valley Goodwill Industries Rehabilitation Center Inc.,27,0,1,3,7,16,23,85.2
2018,13-ZZ-133,Operation Stand Down Rhode Island,Operation Stand Down Rhode Island,38,1,1,7,8,21,29,76.3
2018,13-ZZ-134,The Alston Wilkes Society (AWS Alston Wilkes Veterans Home),The Alston Wilkes Society (AWS Alston Wilkes Veterans Home),21,1,3,2,4,11,15,71.4
2018,13-ZZ-145,University of Vermont and State Agricultural College,University of Vermont and State Agricultural College,32,1,2,2,7,20,27,84.4
2018,13-ZZ-147,Blue Mountain Action Council,Blue Mountain Action Council,44,2,2,1,8,31,39,88.6
2018,14-AK-152,Fairbanks Rescue Mission Inc.,Fairbanks Rescue Mission Inc.,5,2,0,0,0,3,3,60.0
2018,14-AL-155,Family Endeavors Inc.,Family Endeavors Inc.,80,12,5,9,18,36,54,67.5
2018,14-AR-156,Seven Hills Homeless Center,Seven Hills Homeless Center,7,1,0,2,1,3,4,57.1
2018,14-AZ-157,National Community Health Partners,National Community Health Partners,74,2,1,7,10,54,64,86.5
2018,14-AZ-158,Vietnam Veterans of California Inc. (Sacramento Veterans Resource),Vietnam Veterans of California Inc. (Sacramento Veterans Resource),64,3,6,11,14,30,44,68.8
2018,14-AZ-159,United States Veterans Initiative,United States Veterans Initiative,24,2,2,4,4,12,16,66.7
2018,14-AZ-160,Catholic Charities Community Services Inc.,Catholic Charities Community Services Inc,31,1,0,6,5,19,24,77.4
2018,14-CA-163,Carrillo Counseling Services Inc. (DBA New Beginnings),Carrillo Counseling Services Inc (DBA New Beginnings),6,1,0,0,3,2,5,83.3
2018,14-CA-167,East Oakland Community Project,East Oakland Community Project,14,2,1,1,4,6,10,71.4
2018,14-CA-169,Families in Transition of Santa Cruz County Inc.,Families in Transition of Santa Cruz County Inc,4,0,0,0,0,4,4,100.0
2018,14-CA-170,Knowledge Education for Your Success Inc.,Knowledge Education for Your Success Inc,9,0,1,2,2,4,6,66.7
2018,14-CA-173,Vietnam Veterans of San Diego,Vietnam Veterans of San Diego,1,0,0,0,0,1,1,100.0
2018,14-CA-177,Catholic Charities of the Diocese of Stockton,Catholic Charities of the Diocese of Stockton,21,2,3,2,5,9,14,66.7
2018,14-CA-324,1736 Family Crisis Center,1736 Family Crisis Center,9,1,1,1,2,4,6,66.7
2018,14-CT-178,Columbus House Inc.,Columbus House Inc,26,0,0,1,12,13,25,96.2
2018,14-FL-179,Big Bend Homeless Coalition Inc.,Big Bend Homeless Coalition Inc,36,0,3,4,3,26,29,80.6
2018,14-FL-181,United Way of Broward County,United Way of Broward County,46,5,3,12,5,21,26,56.5
2018,14-FL-182,Community Coalition on Homelessness Corporation,Community Coalition on Homelessness Corporation,11,3,0,2,3,3,6,54.5
2018,14-FL-184,Meridian Behavioral Healthcare Inc.,Meridian Behavioral Healthcare Inc,58,3,4,9,13,29,42,72.4
2018,14-FL-185,Family Endeavors Inc.,Family Endeavors Inc.,150,10,9,22,28,81,109,72.7
2018,14-FL-322,Treasure Coast Homeless Services Council Inc.,Treasure Coast Homeless Services Council Inc,28,1,4,5,9,9,18,64.3
2018,14-GA-188,Travelers Aid of Metropolitan Atlanta Inc.,Travelers Aid of Metropolitan Atlanta Inc.,51,3,9,9,12,18,30,58.8
2018,14-GA-189,United Way of Metropolitan Atlanta,United Way of Greater Atlanta Inc,68,5,6,9,18,30,48,70.6
2018,14-HI-190,United States Veterans Initiative (dba U.S. VETS),United States Veterans Initiative (dba U.S. VETS),1,0,0,1,0,0,0,0.0
2018,14-IA-191,Family Alliance For Veterans of America Inc.,Family Alliance For Veterans of America Inc,16,1,1,2,6,6,12,75.0
2018,14-ID-193,South Central Community Action Partnership Inc.,South Central Community Action Partnership Inc.,11,0,0,2,1,8,9,81.8
2018,14-IL-194,Featherfist Inc.,Featherfist Inc,32,3,3,11,9,6,15,46.9
2018,14-IL-195,Partners in Community Building Inc.,Partners in Community Building Inc.,6,0,2,1,1,2,3,50.0
2018,14-IL-196,Midwest Shelter for Homeless Veterans Inc.,Midwest Shelter for Homeless Veterans Inc,19,0,3,5,6,5,11,57.9
2018,14-IL-197,Chestnut Health Systems Inc.,Chestnut Health Systems Inc,37,2,1,4,5,25,30,81.1
2018,14-IL-198,Catholic Charities of the Archdiocese of Chicago,Catholic Charities of the Archdiocese of Chicago,14,1,1,4,1,7,8,57.1
2018,14-IL-308,Transitional Living Services Inc.,Transitional Living Services Inc.,25,0,1,3,7,14,21,84.0
2018,14-IN-199,Lafayette Transitional Housing Center Inc.,Lafayette Transitional Housing Center Inc,9,0,0,0,2,7,9,100.0
2018,14-IN-200,InteCare Inc.,InteCare Inc,41,8,3,7,8,15,23,56.1
2018,14-KS-322,Catholic Charities Inc. (Diocese of Wichita),Catholic Charities Inc. (Diocese of Wichita),9,1,2,4,0,2,2,22.2
2018,14-KY-204,Kentucky River Foothills Development Council Inc.,Kentucky River Foothills Development Council Inc.,33,1,1,3,4,24,28,84.8
2018,14-LA-205,Hope Center Inc.,Hope Center Inc.,38,2,1,8,10,17,27,71.1
2018,14-LA-207,Elle Foundation,Elle Foundation,12,0,0,8,0,4,4,33.3
2018,14-LA-208,Start Corporation,Start Corporation,25,0,0,1,1,23,24,96.0
2018,14-MA-209,Veterans Northeast Outreach Center Inc.,Veterans Northeast Outreach Center Inc,33,0,1,5,10,17,27,81.8
2018,14-MA-211,Vietnam Veterans Workshop Inc.,Vietnam Veterans Workshop Inc.,22,4,1,4,6,7,13,59.1
2018,14-MD-214,Project PLASE Inc.,Project PLASE Inc,120,9,4,19,34,54,88,73.3
2018,14-MD-215,New Vision House of Hope Inc.,New Vision House of Hope Inc,30,0,5,8,7,10,17,56.7
2018,14-MD-216,Diakonia Inc.,Diakonia Inc.,8,0,1,2,1,4,5,62.5
2018,14-MD-217,St. James A.M.E. Zion Church-Zion House,St. James A.M.E. Zion Church-Zion House,8,0,1,1,2,4,6,75.0
2018,14-MI-218,Blue Water Center For Independent Living Inc.,Blue Water Center For Independent Living Inc.,28,3,2,7,4,12,16,57.1
2018,14-MI-219,Training & Treatment Innovations Inc.,Training & Treatment Innovations Inc.,27,2,0,3,10,12,22,81.5
2018,14-MI-220,Community Action Agency,Community Action Agency,10,0,1,0,0,9,9,90.0
2018,14-MI-221,Oakland Livingston Human Services Agency,Oakland Livingston Human Services Agency,14,1,0,6,5,2,7,50.0
2018,14-MI-222,Mid Michigan Community Action Agency Inc.,Mid Michigan Community Action Agency Inc.,8,1,0,0,2,5,7,87.5
2018,14-MI-223,Community Rebuilders,Community Rebuilders,11,1,0,3,2,5,7,63.6
2018,14-MI-226,Volunteers of America Michigan Inc.,Volunteers of America Michigan Inc.,51,2,1,10,11,27,38,74.5
2018,14-MN-227,Tri-County Action Program Inc.,Tri-County Action Program Inc.,6,0,0,1,4,1,5,83.3
2018,14-MO-228,The Kitchen Inc.,The Kitchen Inc,11,0,0,3,3,5,8,72.7
2018,14-MO-229,Phoenix Programs Inc.,Phoenix Programs Inc.,12,0,0,1,3,8,11,91.7
2018,14-MS-231,Mississippi United to End Homelessness Inc.,Mississippi United to End Homelessness Inc.,8,0,1,1,2,4,6,75.0
2018,14-MS-232,Hancock Resource Center (HRC),Hancock Resource Center (HRC),10,2,1,3,2,2,4,40.0
2018,14-MS-233,Soldier On of Delaware Inc.,Soldier On of Delaware Inc.,30,4,3,4,6,13,19,63.3
2018,14-MS-234,Catholic Charities Inc.  (Diocese of Jackson),Catholic Charities Inc  (Diocese of Jackson),9,0,0,2,2,5,7,77.8
2018,14-NC-236,Community Link Programs of Travelers Aid Society of Central Carolinas Inc.,Community Link Programs of Travelers Aid Society of Central Carolinas Inc.,40,10,1,8,4,17,21,52.5
2018,14-NE-238,Northeast Nebraska Community Action Partnership,Northeast Nebraska Community Action Partnership,11,1,0,1,2,7,9,81.8
2018,14-NH-240,Southwestern Community Services Inc.,Southwestern Community Services Inc.,8,0,0,0,5,3,8,100.0
2018,14-NJ-242,Catholic Family and Community Service,Catholic Family and Community Service,58,2,9,12,7,28,35,60.3
2018,14-NM-246,New Mexico Veterans Integration Centers,New Mexico Veterans Integration Centers,15,3,0,3,5,4,9,60.0
2018,14-NM-247,Mesilla Valley Community of Hope,Mesilla Valley Community of Hope,7,0,0,1,2,4,6,85.7
2018,14-NY-249,Utica Center for Development Inc.,Utica Center for Development Inc.,5,0,0,4,0,1,1,20.0
2018,14-NY-250,The Jericho Project,The Jericho Project,44,3,2,10,7,22,29,65.9
2018,14-NY-251,Veterans and Community Housing Coalition,Veterans and Community Housing Coalition ,37,0,0,3,5,29,34,91.9
2018,14-NY-253,Pathstone Corporation,Pathstone Corporation,4,0,1,0,1,2,3,75.0
2018,14-NY-254,Economic Opportunity Council of Suffolk Inc.,Economic Opportunity Council of Suffolk Inc,38,1,4,5,4,24,28,73.7
2018,14-NY-256,Albany Housing Coalition Inc.,Albany Housing Coalition Inc,26,1,0,6,4,15,19,73.1
2018,14-NY-259,Volunteers of America-Greater New York Inc.,Volunteers of America-Greater New York Inc,17,2,0,3,6,6,12,70.6
